,a,b,c
1650,346,3,3
1651,399,63,3
1652,886,384,3
1653,581,1353,4
1654,661,219,2
1655,650,219,3
1656,924,504,5
1657,726,294,5
1658,267,665,4
1659,198,655,4
1660,537,1335,3
1661,493,65,4
1662,938,222,5
1663,919,1137,4
1664,299,264,2
1665,931,14,4
1666,13,538,1
1667,566,462,4
1668,859,368,3
1669,553,178,5
1670,716,479,4
1671,75,289,1
1672,405,1168,1
1673,497,407,2
1674,460,285,4
1675,227,250,2
1676,815,485,4
1677,483,68,1
1678,545,193,3
1679,319,682,3
1680,586,452,3
1681,711,340,5
1682,62,747,3
1683,215,517,5
1684,804,403,3
1685,932,1139,2
1686,795,1052,3
1687,847,820,1
1688,95,51,4
1689,5,455,4
1690,833,206,4
1691,875,772,5
1692,880,233,4
1693,639,694,5
1694,434,275,3
1695,291,742,3
1696,398,708,3
1697,551,380,3
1698,535,603,4
1699,496,88,1
1700,181,1276,1
1701,406,661,5
1702,378,708,4
1703,62,283,4
1704,175,88,4
1705,892,478,5
1706,774,831,2
1707,70,150,3
1708,592,258,5
1709,498,1073,3
1710,539,269,5
1711,334,955,1
1712,795,167,3
1713,500,423,3
1714,389,602,4
1715,654,238,4
1716,13,222,3
1717,216,22,5
1718,269,52,4
1719,472,384,3
1720,308,558,4
1721,921,136,4
1722,458,127,5
1723,919,222,3
1724,663,1161,3
1725,596,313,5
1726,503,778,5
1727,889,13,4
1728,672,281,3
1729,875,258,4
1730,487,385,4
1731,469,605,4
1732,363,54,3
1733,913,185,4
1734,640,85,5
1735,885,739,4
1736,878,1041,1
1737,504,237,3
1738,932,109,2
1739,49,283,3
1740,526,343,3
1741,863,1294,4
1742,639,202,2
1743,450,1402,2
1744,932,170,4
1745,715,298,4
1746,457,14,4
1747,399,1207,3
1748,150,123,4
1749,23,235,1
1750,500,215,1
1751,429,208,4
1752,747,93,4
1753,710,99,4
1754,836,896,3
1755,362,245,4
1756,796,516,4
1757,897,646,5
1758,293,1333,4
1759,537,687,1
1760,221,174,4
1761,629,81,3
1762,881,90,3
1763,518,1114,2
1764,244,241,4
1765,373,275,5
1766,435,752,3
1767,610,318,5
1768,59,44,4
1769,442,156,4
1770,405,8,4
1771,537,681,1
1772,119,916,1
1773,317,748,5
1774,889,219,2
1775,455,898,3
1776,451,326,4
1777,417,685,1
1778,490,224,2
1779,453,508,4
1780,458,969,4
1781,665,188,4
1782,391,191,3
1783,847,172,4
1784,906,300,3
1785,524,193,4
1786,393,577,4
1787,637,328,4
1788,305,317,4
1789,660,385,3
1790,201,508,4
1791,699,109,3
1792,886,1065,4
1793,632,56,3
1794,642,153,3
1795,450,389,4
1796,747,409,1
1797,159,319,1
1798,452,203,3
1799,860,216,4
1800,309,334,4
1801,256,118,5
1802,590,1009,3
1803,537,235,1
1804,422,551,2
1805,727,746,4
1806,560,132,3
1807,523,8,5
1808,851,333,5
1809,500,735,4
1810,484,228,5
1811,394,204,5
1812,712,95,4
1813,507,333,4
1814,659,568,4
1815,608,144,4
1816,440,258,4
1817,674,678,3
1818,479,931,2
1819,405,972,1
1820,320,808,4
1821,889,161,4
1822,311,100,1
1823,566,25,2
1824,15,269,5
1825,732,305,2
1826,91,187,5
1827,642,553,5
1828,437,91,3
1829,506,148,3
1830,561,959,3
1831,393,29,4
1832,674,118,3
1833,342,488,5
1834,787,333,3
1835,56,193,5
1836,916,431,3
1837,886,33,4
1838,630,895,4
1839,883,39,4
1840,60,1125,4
1841,7,558,4
1842,303,1509,1
1843,194,211,4
1844,178,748,4
1845,450,73,3
1846,233,623,3
1847,731,504,3
1848,90,480,5
1849,53,156,4
1850,840,176,3
1851,314,997,1
1852,761,877,2
1853,189,492,3
1854,883,1462,5
1855,318,208,4
1856,458,338,3
1857,463,1033,2
1858,378,295,3
1859,622,2,4
1860,569,118,4
1861,184,212,4
1862,682,191,3
1863,534,820,3
1864,313,432,5
1865,766,386,3
1866,936,1009,4
1867,825,1117,3
1868,119,28,5
1869,13,911,2
1870,179,347,3
1871,531,748,4
1872,716,82,5
1873,642,1133,3
1874,458,302,5
1875,497,268,4
1876,354,143,4
1877,666,91,3
1878,554,1042,3
1879,393,473,3
1880,213,56,5
1881,506,50,5
1882,658,471,4
1883,416,790,4
1884,930,190,4
1885,623,525,4
1886,244,67,4
1887,577,173,5
1888,28,227,4
1889,909,294,3
1890,125,1185,3
1891,450,525,3
1892,495,11,5
1893,715,27,3
1894,293,193,3
1895,60,204,4
1896,814,413,2
1897,606,117,4
1898,763,375,2
1899,620,404,4
1900,468,89,4
1901,426,673,4
1902,913,60,3
1903,198,198,4
1904,606,195,5
1905,18,856,5
1906,862,105,3
1907,184,528,5
1908,928,168,5
1909,334,518,4
1910,207,316,5
1911,500,298,4
1912,660,271,3
1913,246,210,3
1914,11,370,3
1915,502,328,4
1916,486,845,4
1917,13,83,2
1918,591,56,4
1919,52,527,5
1920,417,399,3
1921,308,945,4
1922,181,1197,1
1923,790,373,3
1924,426,1064,4
1925,61,327,2
1926,559,56,3
1927,757,288,4
1928,648,472,3
1929,524,1421,5
1930,528,173,5
1931,838,1,5
1932,650,554,2
1933,658,923,3
1934,128,690,3
1935,130,64,5
1936,614,472,3
1937,916,380,2
1938,640,55,5
1939,796,525,4
1940,600,182,4
1941,819,340,5
1942,524,199,4
1943,815,250,1
1944,344,628,4
1945,201,45,2
1946,535,144,3
1947,519,266,5
1948,682,234,3
1949,279,470,3
1950,339,187,5
1951,735,269,3
1952,106,210,4
1953,694,499,4
1954,514,109,3
1955,770,358,3
1956,92,385,4
1957,664,514,5
1958,846,302,5
1959,904,1041,2
1960,535,1063,4
1961,371,202,5
1962,244,68,5
1963,392,837,5
1964,615,87,4
1965,463,282,3
1966,883,275,4
1967,486,137,4
1968,548,156,5
1969,804,230,4
1970,788,739,2
1971,534,475,4
1972,223,974,2
1973,59,953,5
1974,878,99,4
1975,874,111,3
1976,675,509,5
1977,799,45,4
1978,361,49,3
1979,704,494,5
1980,91,328,4
1981,552,742,4
1982,665,9,4
1983,354,922,4
1984,938,1016,3
1985,614,100,5
1986,12,416,3
1987,870,583,2
1988,125,41,2
1989,508,151,5
1990,381,159,3
1991,932,529,4
1992,312,506,4
1993,911,205,3
1994,817,129,4
1995,42,559,2
1996,573,654,4
1997,632,195,5
1998,595,825,2
1999,279,922,3
2000,618,506,4
2001,450,280,4
2002,747,530,5
2003,489,294,3
2004,860,339,3
2005,590,124,5
2006,385,483,4
2007,406,1079,2
2008,152,402,5
2009,749,541,3
2010,484,111,4
2011,862,974,2
2012,712,202,4
2013,87,194,5
2014,814,98,4
2015,343,180,5
2016,110,161,5
2017,94,746,4
2018,518,120,3
2019,774,22,2
2020,712,1036,5
2021,941,919,5
2022,119,301,4
2023,543,735,4
2024,926,237,3
2025,677,1011,3
2026,52,282,4
2027,255,829,1
2028,716,257,5
2029,456,231,2
2030,437,288,2
2031,294,363,1
2032,758,751,4
2033,846,436,4
2034,354,478,5
2035,741,210,3
2036,807,234,3
2037,545,431,3
2038,393,138,3
2039,303,395,2
2040,506,261,3
2041,345,747,3
2042,363,660,4
2043,623,210,5
2044,826,432,3
2045,907,125,4
2046,540,742,4
2047,298,9,4
2048,796,280,4
2049,782,351,3
2050,655,215,2
2051,159,7,5
2052,436,159,4
2053,606,1518,4
2054,717,826,2
2055,277,925,4
2056,60,515,5
2057,521,23,3
2058,808,748,4
2059,62,241,1
2060,249,462,5
2061,892,288,4
2062,749,105,1
2063,161,640,2
2064,606,498,4
2065,553,646,4
2066,200,890,4
2067,592,172,5
2068,350,204,4
2069,901,196,4
2070,193,23,4
2071,670,515,2
2072,666,1098,4
2073,527,190,4
2074,910,50,5
2075,269,154,3
2076,472,90,5
2077,880,375,1
2078,626,327,4
2079,860,1061,3
2080,776,50,5
2081,151,154,4
2082,864,190,4
2083,561,223,4
2084,875,428,4
2085,748,182,4
2086,711,66,4
2087,859,955,5
2088,342,547,5
2089,236,98,5
2090,254,1263,1
2091,567,490,4
2092,484,250,4
2093,577,58,4
2094,26,288,4
2095,524,615,2
2096,637,1258,1
2097,49,577,1
2098,305,735,4
2099,487,179,3
2100,397,135,5
2101,291,924,4
2102,839,950,4
2103,627,135,4
2104,551,196,5
2105,187,735,4
2106,501,979,3
2107,406,447,4
2108,853,270,4
2109,505,496,5
2110,883,49,3
2111,883,414,3
2112,749,685,4
2113,733,296,2
2114,698,421,2
2115,770,303,4
2116,537,581,3
2117,576,237,4
2118,539,19,5
2119,186,1385,2
2120,207,129,3
2121,807,622,3
2122,373,169,5
2123,486,1016,2
2124,788,402,3
2125,655,536,3
2126,741,435,4
2127,239,528,5
2128,902,1,5
2129,336,785,1
2130,776,590,1
2131,481,216,5
2132,889,203,2
2133,488,748,4
2134,489,303,4
2135,642,395,5
2136,628,288,5
2137,130,215,5
2138,847,70,3
2139,561,345,4
2140,870,813,4
2141,102,187,3
2142,49,13,3
2143,632,276,2
2144,450,1092,3
2145,584,114,4
2146,201,346,4
2147,833,163,3
2148,577,1219,3
2149,738,403,3
2150,443,245,3
2151,374,1051,4
2152,194,693,4
2153,416,452,3
2154,763,972,3
2155,927,79,3
2156,773,45,4
2157,491,513,5
2158,537,385,2
2159,920,311,3
2160,676,546,3
2161,152,161,5
2162,862,483,5
2163,334,73,3
2164,168,1012,5
2165,85,845,3
2166,447,298,4
2167,230,174,5
2168,267,176,5
2169,919,238,3
2170,418,302,2
2171,655,930,2
2172,94,1045,4
2173,716,1101,5
2174,493,298,3
2175,495,62,3
2176,854,250,4
2177,6,223,4
2178,871,275,3
2179,465,127,4
2180,543,12,5
2181,232,286,3
2182,396,1215,2
2183,488,168,4
2184,361,190,5
2185,234,436,3
2186,197,576,4
2187,159,595,5
2188,128,73,3
2189,458,960,1
2190,896,51,2
2191,868,651,5
2192,561,229,3
2193,524,495,4
2194,907,497,5
2195,176,325,3
2196,930,50,2
2197,381,276,3
2198,506,554,3
2199,916,1,4
2200,897,670,3
2201,773,408,5
2202,42,658,2
2203,416,286,5
2204,450,239,5
2205,413,25,3
2206,90,134,5
2207,53,50,4
2208,569,328,4
2209,399,218,4
2210,411,603,5
2211,454,1107,4
2212,665,762,4
2213,878,194,4
2214,663,876,3
2215,392,268,5
2216,85,385,3
2217,788,46,3
2218,327,324,3
2219,221,1217,4
2220,831,173,3
2221,650,1627,3
2222,276,902,4
2223,479,153,4
2224,426,23,4
2225,389,161,2
2226,699,989,4
2227,543,576,4
2228,13,757,3
2229,730,121,4
2230,566,483,4
2231,773,318,4
2232,308,23,5
2233,927,99,2
2234,405,1147,2
2235,702,227,4
2236,460,250,2
2237,868,207,3
2238,725,322,4
2239,561,673,3
2240,356,315,4
2241,319,689,3
2242,303,284,4
2243,825,620,3
2244,897,742,3
2245,782,1615,3
2246,109,29,3
2247,711,651,4
2248,916,581,4
2249,862,147,5
2250,773,92,4
2251,553,435,4
2252,425,230,4
2253,796,403,4
2254,28,5,3
2255,279,1491,5
2256,503,293,4
2257,655,88,2
2258,201,591,3
2259,473,242,3
2260,535,566,3
2261,788,879,4
2262,521,496,2
2263,406,654,4
2264,189,246,4
2265,62,380,5
2266,355,242,4
2267,763,209,4
2268,505,193,3
2269,378,49,3
2270,916,561,3
2271,749,478,5
2272,454,250,4
2273,401,14,3
2274,274,276,4
2275,94,173,4
2276,650,212,3
2277,848,945,5
2278,758,340,3
2279,207,470,3
2280,887,368,5
2281,891,531,4
2282,417,1040,2
2283,63,121,1
2284,472,421,5
2285,435,219,5
2286,202,242,3
2287,859,1009,4
2288,308,139,3
2289,889,276,4
2290,338,498,4
2291,886,663,4
2292,568,319,2
2293,363,77,2
2294,727,1,3
2295,595,742,2
2296,748,258,5
2297,796,855,3
2298,690,238,5
2299,664,483,4
2300,766,605,3
2301,268,88,2
2302,72,553,5
2303,262,747,4
2304,328,435,4
2305,405,1535,1
2306,346,1188,1
2307,330,225,4
2308,224,356,4
2309,497,118,4
2310,867,474,5
2311,406,202,3
2312,429,235,3
2313,233,506,5
2314,621,17,4
2315,876,276,4
2316,514,307,4
2317,625,202,3
2318,802,219,5
2319,454,326,4
2320,922,29,3
2321,899,471,4
2322,719,254,1
2323,477,255,5
2324,244,158,3
2325,523,408,5
2326,654,591,5
2327,655,1648,2
2328,269,723,1
2329,239,421,5
2330,610,283,3
2331,59,3,4
2332,633,234,4
2333,262,420,3
2334,121,318,5
2335,709,69,5
2336,860,514,5
2337,1,142,2
2338,24,729,5
2339,222,732,4
2340,882,70,3
2341,561,470,3
2342,524,222,2
2343,229,288,4
2344,374,779,3
2345,125,399,3
2346,72,229,1
2347,291,325,4
2348,436,1178,3
2349,738,550,3
2350,496,1157,1
2351,279,764,3
2352,655,693,3
2353,434,1051,3
2354,694,197,5
2355,860,245,3
2356,627,226,1
2357,554,318,5
2358,537,14,4
2359,828,345,1
2360,661,506,3
2361,500,708,5
2362,11,211,3
2363,880,1244,3
2364,527,1211,3
2365,931,258,3
2366,200,280,4
2367,592,522,5
2368,721,938,3
2369,495,451,4
2370,647,70,3
2371,405,951,1
2372,82,740,2
2373,580,123,4
2374,817,324,2
2375,566,50,2
2376,378,281,3
2377,695,346,5
2378,552,988,3
2379,347,200,4
2380,682,210,4
2381,354,676,5
2382,545,373,3
2383,727,101,2
2384,485,330,3
2385,379,219,3
2386,342,461,3
2387,711,230,3
2388,533,284,1
2389,593,1,3
2390,731,125,3
2391,521,210,3
2392,579,50,5
2393,643,665,3
2394,526,591,4
2395,194,204,4
2396,639,962,1
2397,450,98,4
2398,927,756,4
2399,825,222,5
2400,270,265,4
2401,322,234,4
2402,256,471,5
2403,643,1221,3
2404,422,452,3
2405,830,449,2
2406,99,345,3
2407,445,829,1
2408,804,826,3
2409,468,642,3
2410,798,1435,2
2411,472,771,4
2412,18,177,3
2413,682,216,4
2414,20,423,2
2415,489,875,2
2416,668,283,5
2417,493,188,5
2418,834,15,4
2419,29,303,4
2420,269,448,2
2421,587,333,4
2422,308,410,4
2423,716,47,3
2424,552,1048,3
2425,347,692,4
2426,647,1263,3
2427,264,192,4
2428,389,185,5
2429,545,177,3
2430,772,258,5
2431,506,31,4
2432,236,132,4
2433,574,900,4
2434,757,550,3
2435,95,67,2
2436,614,1009,3
2437,298,483,5
2438,454,968,2
2439,178,781,4
2440,450,550,4
2441,35,748,4
2442,307,83,5
2443,842,874,5
2444,194,173,5
2445,715,399,2
2446,113,288,3
2447,274,98,5
2448,919,125,4
2449,798,1035,4
2450,344,280,3
2451,468,70,3
2452,606,228,5
2453,532,655,5
2454,504,660,4
2455,221,282,4
2456,682,284,4
2457,345,65,4
2458,244,941,4
2459,500,471,4
2460,373,79,4
2461,862,250,5
2462,140,288,3
2463,73,152,3
2464,624,3,3
2465,677,7,4
2466,435,420,4
2467,234,1285,3
2468,181,1352,1
2469,552,1620,3
2470,495,732,4
2471,711,277,5
2472,458,288,3
2473,303,741,4
2474,785,174,5
2475,605,293,3
2476,236,328,5
2477,193,82,2
2478,802,176,5
2479,409,178,5
2480,796,554,2
2481,542,1218,3
2482,305,961,3
2483,586,82,2
2484,328,318,5
2485,201,48,3
2486,53,1087,4
2487,58,651,4
2488,934,664,4
2489,735,147,1
2490,685,286,1
2491,508,1153,4
2492,279,461,3
2493,940,382,3
2494,581,221,2
2495,429,96,4
2496,323,741,3
2497,605,15,5
2498,378,632,5
2499,514,134,3
2500,823,176,4
2501,587,302,3
2502,475,302,3
2503,825,1087,3
2504,221,222,3
2505,258,328,3
2506,938,1254,1
2507,758,1007,5
2508,840,732,3
2509,463,257,4
2510,712,787,3
2511,548,121,5
2512,693,1136,3
2513,788,712,3
2514,169,199,4
2515,690,281,3
2516,495,144,4
2517,442,12,4
2518,760,255,3
2519,707,536,3
2520,622,404,3
2521,746,62,3
2522,582,328,3
2523,769,237,3
2524,916,767,4
2525,927,402,4
2526,868,621,2
2527,807,252,4
2528,499,194,4
2529,561,67,1
2530,870,471,4
2531,393,721,2
2532,33,682,4
2533,766,132,4
2534,215,134,4
2535,575,321,3
2536,711,566,2
2537,533,237,2
2538,312,479,5
2539,527,135,2
2540,365,271,4
2541,480,661,4
2542,655,498,3
2543,905,301,4
2544,445,1129,4
2545,655,574,2
2546,217,550,1
2547,934,82,4
2548,399,380,3
2549,256,230,4
2550,664,227,3
2551,751,1661,1
2552,846,143,5
2553,793,257,4
2554,498,9,2
2555,715,175,3
2556,757,732,3
2557,11,332,5
2558,530,692,4
2559,569,298,3
2560,253,273,3
2561,788,12,5
2562,493,258,5
2563,684,173,3
2564,668,554,3
2565,426,205,4
2566,82,603,5
2567,616,339,3
2568,113,273,4
2569,767,1068,4
2570,158,284,5
2571,566,137,5
2572,234,686,3
2573,308,169,5
2574,806,408,5
2575,474,209,5
2576,458,762,3
2577,294,332,3
2578,497,80,3
2579,545,386,2
2580,393,109,3
2581,303,502,4
2582,532,532,3
2583,342,88,1
2584,109,451,5
2585,863,750,4
2586,503,385,1
2587,871,310,3
2588,21,637,4
2589,321,211,4
2590,194,67,1
2591,916,939,3
2592,655,242,4
2593,14,238,5
2594,833,435,2
2595,881,443,5
2596,240,269,5
2597,256,546,4
2598,521,250,3
2599,406,596,3
2600,890,443,4
2601,758,420,3
2602,69,742,3
2603,567,1131,4
2604,749,132,4
2605,682,24,4
2606,894,887,4
2607,540,111,4
2608,537,1068,3
2609,592,193,5
2610,645,89,4
2611,897,50,5
2612,934,197,5
2613,27,286,3
2614,389,923,5
2615,908,701,4
2616,601,181,5
2617,13,799,4
2618,658,69,4
2619,932,527,4
2620,435,117,3
2621,933,222,1
2622,626,288,3
2623,642,1053,3
2624,416,696,3
2625,331,132,3
2626,645,656,4
2627,776,23,4
2628,423,748,3
2629,407,235,4
2630,815,222,4
2631,174,722,4
2632,745,79,3
2633,529,321,4
2634,123,294,1
2635,711,89,5
2636,469,286,5
2637,17,117,3
2638,236,127,5
2639,697,763,4
2640,503,603,3
2641,478,196,3
2642,796,249,1
2643,820,271,2
2644,305,690,4
2645,804,692,5
2646,805,101,2
2647,900,410,2
2648,943,121,3
2649,848,603,5
2650,279,130,1
2651,890,127,5
2652,892,705,4
2653,843,230,3
2654,415,322,4
2655,622,558,2
2656,606,83,5
2657,454,492,3
2658,537,616,2
2659,184,640,4
2660,695,882,4
2661,276,1232,3
2662,865,418,1
2663,541,732,3
2664,691,243,1
2665,13,419,3
2666,269,825,1
2667,698,86,2
2668,435,561,2
2669,181,1245,1
2670,790,229,3
2671,497,1240,5
2672,937,224,4
2673,836,611,5
2674,619,117,5
2675,618,191,4
2676,642,420,4
2677,326,837,4
2678,406,504,4
2679,771,216,5
2680,847,109,5
2681,918,709,4
2682,499,275,3
2683,899,255,4
2684,727,651,3
2685,653,228,4
2686,395,252,3
2687,782,1528,2
2688,586,217,5
2689,624,1010,4
2690,842,303,5
2691,736,294,3
2692,921,603,3
2693,653,572,2
2694,738,227,4
2695,595,109,2
2696,23,1004,3
2697,7,427,5
2698,634,717,4
2699,618,182,4
2700,376,181,4
2701,429,469,4
2702,758,8,5
2703,450,35,2
2704,749,780,1
2705,145,934,1
2706,468,161,3
2707,758,634,5
2708,48,183,5
2709,214,516,5
2710,486,281,3
2711,655,766,3
2712,417,358,2
2713,751,487,5
2714,571,69,2
2715,534,331,4
2716,239,179,5
2717,276,431,3
2718,405,781,5
2719,682,399,4
2720,919,31,3
2721,45,278,3
2722,411,265,5
2723,488,845,3
2724,859,846,5
2725,643,159,3
2726,271,756,2
2727,474,480,5
2728,38,673,5
2729,935,685,4
2730,77,133,2
2731,190,508,3
2732,462,321,5
2733,727,207,5
2734,506,945,4
2735,416,425,4
2736,125,153,2
2737,487,790,3
2738,660,132,3
2739,878,136,4
2740,494,86,3
2741,849,197,5
2742,722,333,5
2743,782,691,3
2744,653,1101,2
2745,279,1034,4
2746,798,14,2
2747,445,1534,1
2748,450,136,5
2749,452,462,4
2750,881,756,4
2751,875,195,4
2752,495,1444,2
2753,181,1199,1
2754,719,520,5
2755,748,83,3
2756,650,1,3
2757,500,370,3
2758,318,403,2
2759,802,452,4
2760,830,97,4
2761,826,399,4
2762,749,678,2
2763,788,151,1
2764,592,1008,4
2765,864,629,3
2766,938,260,4
2767,479,164,4
2768,850,568,5
2769,707,449,2
2770,770,813,5
2771,526,328,2
2772,488,265,4
2773,566,260,2
2774,271,168,2
2775,653,367,3
2776,536,215,4
2777,919,748,1
2778,936,93,5
2779,151,582,5
2780,243,737,3
2781,815,559,3
2782,561,644,3
2783,545,31,4
2784,393,282,4
2785,303,379,4
2786,621,268,4
2787,358,1266,4
2788,416,85,3
2789,109,56,5
2790,328,1313,4
2791,863,339,3
2792,921,1016,4
2793,932,167,4
2794,298,153,3
2795,429,165,5
2796,65,178,5
2797,49,789,4
2798,279,1486,1
2799,104,328,3
2800,178,1011,3
2801,617,1073,3
2802,715,216,4
2803,588,42,5
2804,916,679,3
2805,894,1403,3
2806,189,209,1
2807,743,301,4
2808,122,180,5
2809,673,300,3
2810,896,774,3
2811,839,123,3
2812,643,404,4
2813,915,347,5
2814,94,182,5
2815,741,204,4
2816,207,509,4
2817,668,97,2
2818,818,690,3
2819,670,659,5
2820,804,609,3
2821,435,254,3
2822,843,205,4
2823,679,419,3
2824,919,144,4
2825,869,1079,2
2826,815,99,4
2827,417,728,3
2828,515,895,4
2829,109,636,5
2830,804,476,3
2831,878,265,3
2832,666,432,3
2833,894,1005,5
2834,805,164,3
2835,690,203,4
2836,766,550,3
2837,72,526,4
2838,758,810,3
2839,201,1006,2
2840,843,446,3
2841,346,1217,4
2842,330,202,5
2843,785,183,5
2844,97,205,2
2845,459,546,1
2846,406,47,4
2847,682,552,3
2848,429,134,5
2849,790,155,3
2850,896,720,1
2851,394,1371,2
2852,272,79,5
2853,311,230,5
2854,25,265,4
2855,117,179,5
2856,500,45,4
2857,420,1347,3
2858,230,498,5
2859,343,561,3
2860,456,395,2
2861,419,1,4
2862,561,568,3
2863,771,222,2
2864,442,226,3
2865,881,58,3
2866,359,181,5
2867,338,83,2
2868,137,1028,5
2869,19,887,4
2870,933,135,4
2871,414,260,3
2872,896,515,3
2873,144,280,1
2874,400,690,3
2875,901,259,2
2876,665,202,3
2877,884,1018,2
2878,900,871,1
2879,682,98,4
2880,478,655,3
2881,561,425,4
2882,817,7,4
2883,102,11,3
2884,653,409,2
2885,201,47,4
2886,927,278,1
2887,827,302,4
2888,577,673,3
2889,805,558,5
2890,823,143,4
2891,367,413,4
2892,314,11,5
2893,632,2,4
2894,595,246,4
2895,44,144,4
2896,851,352,1
2897,210,168,5
2898,194,549,3
2899,615,937,2
2900,339,436,4
2901,233,89,3
2902,567,100,1
2903,491,657,5
2904,76,513,5
2905,862,928,4
2906,756,419,3
2907,25,837,4
2908,244,383,3
2909,803,306,4
2910,887,1047,5
2911,394,50,5
2912,177,642,4
2913,861,14,4
2914,659,514,5
2915,343,117,2
2916,290,99,4
2917,608,234,5
2918,682,673,3
2919,96,318,5
2920,149,300,3
2921,828,14,4
2922,6,111,2
2923,924,742,3
2924,707,782,3
2925,178,300,5
2926,488,56,4
2927,52,473,4
2928,586,177,3
2929,896,79,5
2930,796,679,4
2931,437,97,3
2932,204,300,3
2933,927,1,5
2934,906,284,4
2935,429,71,3
2936,485,341,4
2937,803,688,1
2938,789,508,4
2939,42,290,3
2940,833,597,1
2941,81,456,1
2942,134,338,4
2943,378,1425,2
2944,30,259,4
2945,790,47,2
2946,731,434,1
2947,870,653,4
2948,256,460,4
2949,189,418,3
2950,650,180,3
2951,880,158,2
2952,119,1264,3
2953,622,72,3
2954,899,751,4
2955,682,229,4
2956,697,1059,2
2957,539,660,5
2958,542,732,3
2959,541,62,4
2960,527,511,5
2961,566,403,3
2962,586,231,3
2963,398,1,5
2964,716,4,2
2965,458,276,5
2966,666,82,3
2967,815,432,5
2968,842,333,4
2969,446,269,4
2970,393,391,3
2971,934,629,4
2972,621,385,5
2973,342,866,1
2974,109,173,5
2975,455,449,4
2976,222,468,2
2977,95,110,2
2978,478,98,5
2979,425,118,1
2980,835,294,3
2981,843,216,2
2982,65,15,5
2983,562,393,2
2984,125,1271,2
2985,450,707,5
2986,774,226,2
2987,201,735,3
2988,934,177,3
2989,916,226,3
2990,406,382,5
2991,703,508,3
2992,249,203,5
2993,800,181,4
2994,505,177,3
2995,251,405,3
2996,749,366,4
2997,786,504,4
2998,606,265,4
2999,267,5,3
3000,862,151,5
3001,645,435,4
3002,650,1135,2
3003,387,95,2
3004,847,218,3
3005,537,508,4
3006,781,179,5
3007,13,9,3
3008,396,151,3
3009,497,655,4
3010,435,331,5
3011,618,148,3
3012,610,71,4
3013,417,1539,2
3014,847,219,4
3015,84,98,4
3016,545,720,3
3017,429,307,3
3018,831,742,3
3019,144,215,4
3020,326,227,3
3021,771,114,4
3022,758,514,5
3023,864,71,3
3024,116,307,3
3025,425,562,1
3026,409,213,4
3027,780,508,3
3028,139,460,3
3029,358,208,2
3030,819,286,5
3031,932,7,4
3032,291,153,4
3033,457,225,4
3034,774,468,2
3035,727,111,3
3036,429,123,4
3037,415,56,5
3038,823,175,4
3039,537,322,1
3040,461,682,1
3041,758,896,5
3042,918,42,3
3043,569,979,3
3044,572,9,5
3045,253,200,4
3046,804,168,5
3047,901,523,4
3048,456,54,3
3049,440,923,5
3050,731,140,2
3051,276,257,4
3052,766,432,3
3053,405,99,5
3054,686,204,4
3055,301,210,4
3056,932,379,2
3057,774,402,2
3058,650,747,3
3059,271,526,5
3060,456,180,4
3061,747,498,5
3062,183,210,3
3063,524,174,4
3064,319,306,4
3065,637,275,3
3066,379,527,3
3067,787,304,4
3068,567,7,4
3069,588,1061,5
3070,37,825,2
3071,314,158,3
3072,7,145,1
3073,618,416,4
3074,30,50,3
3075,747,588,5
3076,90,889,3
3077,760,98,3
3078,770,295,4
3079,717,300,5
3080,537,190,4
3081,846,176,4
3082,504,404,4
3083,920,328,2
3084,608,357,5
3085,555,302,3
3086,313,79,5
3087,721,58,2
3088,663,827,2
3089,6,474,5
3090,389,482,5
3091,195,431,3
3092,488,419,3
3093,472,552,5
3094,308,214,2
3095,405,1468,1
3096,575,176,4
3097,522,12,5
3098,630,1061,2
3099,63,108,2
3100,907,762,5
3101,303,477,3
3102,492,531,4
3103,416,191,5
3104,870,508,3
3105,912,610,4
3106,476,999,2
3107,711,1289,2
